192.168.227.204 - - [27/Dec/2018:15:58:14 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:15:58:15 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:15:58:15 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:15:58:16 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET / HTTP/1.1" 200 1992 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /css/style.css HTTP/1.1" 200 6314 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /css/dialog.css HTTP/1.1" 200 15165 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /js/flexible.min.js HTTP/1.1" 200 1297 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /js/dialog.min.js HTTP/1.1" 200 12247 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /js/config.js HTTP/1.1" 200 914 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /js/public.js HTTP/1.1" 200 3667 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /js/index.js HTTP/1.1" 200 5795 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /js/jquery-3.2.1.min.js HTTP/1.1" 200 86659 "http://192.168.227.204/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /images/open.png HTTP/1.1" 200 36274 "http://192.168.227.204/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /images/bg.jpg HTTP/1.1" 200 70863 "http://192.168.227.204/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:34 +0800] "GET /images/redPack.png HTTP/1.1" 200 836263 "http://192.168.227.204/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.168.227.204 - - [27/Dec/2018:16:02:37 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
192.168.227.204 - - [27/Dec/2018:16:02:37 +0800] "GET /js/config.js HTTP/1.1" 304 0 "http://192.168.227.204/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
